,a,aSTD,b,bSTD,Dc,DcSTD,k,kSTD,RowS,RowE,mu_0,V0,V1
1,0.007934006898015402,4.799519707499064e-05,0.019643264436523717,0.00021547952785388663,0.00034032958747495665,7.502551538092392e-06,22064.249965422077,2056.930844894511,30603.0,35386.0,0.32502,30.0,100.0
2,0.01224648236363039,0.0001897006044067582,0.016082755825125625,0.00018525330497383264,0.00020725809875155995,7.426051708099927e-06,29125.687608375083,6915.761560679428,35028.0,37521.0,0.31504,100.0,300.0
